,experiment,group,phase,hours_post_cfc,metric,trial,score
637,C,control,recall-discrimination,24,freezing,1,0.423319931
638,C,control,recall-discrimination,24,freezing,2,0.9181532
639,C,control,recall-discrimination,24,freezing,3,0.885685635
640,C,control,recall-discrimination,24,freezing,4,0.555705604
641,C,control,recall-discrimination,24,freezing,5,0.72375019
642,C,control,recall-discrimination,24,freezing,6,0.55987971
643,C,control,recall-discrimination,24,freezing,7,0.187120162
644,C,control,recall-discrimination,24,freezing,8,0.366857552
645,C,control,recall-discrimination,24,freezing,9,0.864686469
646,C,cck-inhibition,training,12,freezing,1,40.12
647,C,cck-inhibition,training,12,freezing,2,19.23
648,C,cck-inhibition,training,12,freezing,3,27.45
649,C,cck-inhibition,training,12,freezing,4,29.88
650,C,cck-inhibition,training,12,freezing,5,43.23
651,C,cck-inhibition,training,12,freezing,6,22.13
652,C,cck-inhibition,training,12,freezing,7,22.07
653,C,cck-inhibition,training,12,freezing,8,30.12
654,C,cck-inhibition,training,12,freezing,9,30.33
655,C,cck-inhibition,recall-training,12,freezing,1,61.23
656,C,cck-inhibition,recall-training,12,freezing,2,70.88
657,C,cck-inhibition,recall-training,12,freezing,3,71.89
658,C,cck-inhibition,recall-training,12,freezing,4,34.45
659,C,cck-inhibition,recall-training,12,freezing,5,56.44
660,C,cck-inhibition,recall-training,12,freezing,6,57.12
661,C,cck-inhibition,recall-training,12,freezing,7,23.44
662,C,cck-inhibition,recall-training,12,freezing,8,69.88
663,C,cck-inhibition,recall-training,12,freezing,9,73.45
664,C,cck-inhibition,recall-novel,12,freezing,1,55.65
665,C,cck-inhibition,recall-novel,12,freezing,2,73.24
666,C,cck-inhibition,recall-novel,12,freezing,3,58.23
667,C,cck-inhibition,recall-novel,12,freezing,4,60.12
668,C,cck-inhibition,recall-novel,12,freezing,5,44.23
669,C,cck-inhibition,recall-novel,12,freezing,6,22.34
670,C,cck-inhibition,recall-novel,12,freezing,7,30.43
671,C,cck-inhibition,recall-novel,12,freezing,8,19.23
672,C,cck-inhibition,recall-novel,12,freezing,9,67.34
673,C,cck-inhibition,recall-discrimination,12,freezing,1,0.047741273
674,C,cck-inhibition,recall-discrimination,12,freezing,2,-0.016375243
675,C,cck-inhibition,recall-discrimination,12,freezing,3,0.104980018
676,C,cck-inhibition,recall-discrimination,12,freezing,4,-0.271439146
677,C,cck-inhibition,recall-discrimination,12,freezing,5,0.121287375
678,C,cck-inhibition,recall-discrimination,12,freezing,6,0.437704505
679,C,cck-inhibition,recall-discrimination,12,freezing,7,-0.129756822
680,C,cck-inhibition,recall-discrimination,12,freezing,8,0.568398608
681,C,cck-inhibition,recall-discrimination,12,freezing,9,0.043397969
682,C,cck-inhibition,training,24,freezing,1,38.34
683,C,cck-inhibition,training,24,freezing,2,25.56
684,C,cck-inhibition,training,24,freezing,3,20.12
685,C,cck-inhibition,training,24,freezing,4,56.23
686,C,cck-inhibition,training,24,freezing,5,53.43
687,C,cck-inhibition,training,24,freezing,6,23.44
688,C,cck-inhibition,training,24,freezing,7,48.99
689,C,cck-inhibition,training,24,freezing,8,10.13
690,C,cck-inhibition,training,24,freezing,9,49.87
691,C,cck-inhibition,recall-training,24,freezing,1,34.33
692,C,cck-inhibition,recall-training,24,freezing,2,23.98
693,C,cck-inhibition,recall-training,24,freezing,3,67.56
694,C,cck-inhibition,recall-training,24,freezing,4,69.45
695,C,cck-inhibition,recall-training,24,freezing,5,59.34
696,C,cck-inhibition,recall-training,24,freezing,6,74.32
697,C,cck-inhibition,recall-training,24,freezing,7,71.72
698,C,cck-inhibition,recall-training,24,freezing,8,61.79
699,C,cck-inhibition,recall-training,24,freezing,9,74.59
700,C,cck-inhibition,recall-novel,24,freezing,1,54.23
701,C,cck-inhibition,recall-novel,24,freezing,2,34.33
702,C,cck-inhibition,recall-novel,24,freezing,3,29.01
703,C,cck-inhibition,recall-novel,24,freezing,4,28.78
704,C,cck-inhibition,recall-novel,24,freezing,5,58.99
705,C,cck-inhibition,recall-novel,24,freezing,6,73.34
706,C,cck-inhibition,recall-novel,24,freezing,7,70.98
707,C,cck-inhibition,recall-novel,24,freezing,8,71.53
708,C,cck-inhibition,recall-novel,24,freezing,9,59.87
709,C,cck-inhibition,recall-discrimination,24,freezing,1,-0.224706414
710,C,cck-inhibition,recall-discrimination,24,freezing,2,-0.177499571
711,C,cck-inhibition,recall-discrimination,24,freezing,3,0.399192296
712,C,cck-inhibition,recall-discrimination,24,freezing,4,0.414028301
713,C,cck-inhibition,recall-discrimination,24,freezing,5,0.00295783
714,C,cck-inhibition,recall-discrimination,24,freezing,6,0.006636868
715,C,cck-inhibition,recall-discrimination,24,freezing,7,0.005185704
716,C,cck-inhibition,recall-discrimination,24,freezing,8,-0.073057306
717,C,cck-inhibition,recall-discrimination,24,freezing,9,0.109474937
718,D,control,recall-training,5,freezing,1,32.22
719,D,control,recall-training,5,freezing,2,54.44
720,D,control,recall-training,5,freezing,3,29
721,D,control,recall-training,5,freezing,4,48.33
722,D,control,recall-training,5,freezing,5,63.33
723,D,control,recall-training,5,freezing,6,47.22
724,D,control,recall-training,5,freezing,7,49.44
725,D,control,recall-novel,5,freezing,1,53.89
726,D,control,recall-novel,5,freezing,2,24.44
727,D,control,recall-novel,5,freezing,3,48.89
728,D,control,recall-novel,5,freezing,4,36.67
729,D,control,recall-novel,5,freezing,5,40
730,D,control,recall-novel,5,freezing,6,27.22
731,D,control,recall-novel,5,freezing,7,32.22
732,D,control,recall-discrimination,5,freezing,1,-0.25165486006271
733,D,control,recall-discrimination,5,freezing,2,0.380324543610548
734,D,control,recall-discrimination,5,freezing,3,-0.255360123250738
735,D,control,recall-discrimination,5,freezing,4,0.137176470588235
736,D,control,recall-discrimination,5,freezing,5,0.225781476821833
737,D,control,recall-discrimination,5,freezing,6,0.268672756582482
738,D,control,recall-discrimination,5,freezing,7,0.210874357090375
739,D,control,recall-training,12,freezing,1,32.22
740,D,control,recall-training,12,freezing,2,60
741,D,control,recall-training,12,freezing,3,22.22
742,D,control,recall-training,12,freezing,4,39.44
743,D,control,recall-training,12,freezing,5,40.56
744,D,control,recall-training,12,freezing,6,46.11
745,D,control,recall-training,12,freezing,7,46.11
746,D,control,recall-novel,12,freezing,1,8.33
747,D,control,recall-novel,12,freezing,2,15.56
748,D,control,recall-novel,12,freezing,3,19.44
749,D,control,recall-novel,12,freezing,4,10
750,D,control,recall-novel,12,freezing,5,24.44
751,D,control,recall-novel,12,freezing,6,13.33
752,D,control,recall-novel,12,freezing,7,11.11
753,D,control,recall-discrimination,12,freezing,1,0.589149198520345
754,D,control,recall-discrimination,12,freezing,2,0.588141874007411
755,D,control,recall-discrimination,12,freezing,3,0.066730676908305
756,D,control,recall-discrimination,12,freezing,4,0.59546925566343
757,D,control,recall-discrimination,12,freezing,5,0.248
758,D,control,recall-discrimination,12,freezing,6,0.551480484522207
759,D,control,recall-discrimination,12,freezing,7,0.611674239776302
760,D,control,recall-training,24,freezing,1,45
761,D,control,recall-training,24,freezing,2,28.89
762,D,control,recall-training,24,freezing,3,36.11
763,D,control,recall-training,24,freezing,4,57.78
764,D,control,recall-training,24,freezing,5,50.56
765,D,control,recall-training,24,freezing,6,36.11
766,D,control,recall-training,24,freezing,7,40.56
767,D,control,recall-novel,24,freezing,1,3.89
768,D,control,recall-novel,24,freezing,2,7.22
769,D,control,recall-novel,24,freezing,3,18.33
770,D,control,recall-novel,24,freezing,4,5
771,D,control,recall-novel,24,freezing,5,8.89
772,D,control,recall-novel,24,freezing,6,10.56
773,D,control,recall-novel,24,freezing,7,6.67
774,D,control,recall-discrimination,24,freezing,1,0.840867253016977
775,D,control,recall-discrimination,24,freezing,2,0.600110772639158
776,D,control,recall-discrimination,24,freezing,3,0.326598089639971
777,D,control,recall-discrimination,24,freezing,4,0.840713603058299
778,D,control,recall-discrimination,24,freezing,5,0.700925147182506
779,D,control,recall-discrimination,24,freezing,6,0.547460895650311
780,D,control,recall-discrimination,24,freezing,7,0.717552403133601
781,D,pv-inhibition,recall-training,5,freezing,1,57.78
782,D,pv-inhibition,recall-training,5,freezing,2,62.22
783,D,pv-inhibition,recall-training,5,freezing,3,31.11
784,D,pv-inhibition,recall-training,5,freezing,4,47.22
785,D,pv-inhibition,recall-training,5,freezing,5,26.67
786,D,pv-inhibition,recall-training,5,freezing,6,38.33
787,D,pv-inhibition,recall-training,5,freezing,7,33.33
788,D,pv-inhibition,recall-training,5,freezing,8,36.11
789,D,pv-inhibition,recall-training,5,freezing,9,33.33
790,D,pv-inhibition,recall-novel,5,freezing,1,33.89
791,D,pv-inhibition,recall-novel,5,freezing,2,48.33
792,D,pv-inhibition,recall-novel,5,freezing,3,28.89
793,D,pv-inhibition,recall-novel,5,freezing,4,23.33
794,D,pv-inhibition,recall-novel,5,freezing,5,34.44
795,D,pv-inhibition,recall-novel,5,freezing,6,18.89
796,D,pv-inhibition,recall-novel,5,freezing,7,70.56
797,D,pv-inhibition,recall-novel,5,freezing,8,25.56
798,D,pv-inhibition,recall-novel,5,freezing,9,21.11
799,D,pv-inhibition,recall-discrimination,5,freezing,1,0.260608705137995
800,D,pv-inhibition,recall-discrimination,5,freezing,2,0.125644504748982
801,D,pv-inhibition,recall-discrimination,5,freezing,3,0.037
802,D,pv-inhibition,recall-discrimination,5,freezing,4,0.338625088589653
803,D,pv-inhibition,recall-discrimination,5,freezing,5,-0.127147766323024
804,D,pv-inhibition,recall-discrimination,5,freezing,6,0.339741349178609
805,D,pv-inhibition,recall-discrimination,5,freezing,7,-0.358359803638464
806,D,pv-inhibition,recall-discrimination,5,freezing,8,0.171071833954921
807,D,pv-inhibition,recall-discrimination,5,freezing,9,0.224467303453343
808,D,pv-inhibition,recall-training,12,freezing,1,16.67
809,D,pv-inhibition,recall-training,12,freezing,2,52.22
810,D,pv-inhibition,recall-training,12,freezing,3,20
811,D,pv-inhibition,recall-training,12,freezing,4,69.44
812,D,pv-inhibition,recall-training,12,freezing,5,16.67
813,D,pv-inhibition,recall-training,12,freezing,6,52.22
814,D,pv-inhibition,recall-training,12,freezing,7,31.11
815,D,pv-inhibition,recall-training,12,freezing,8,66.67
816,D,pv-inhibition,recall-training,12,freezing,9,43.89
817,D,pv-inhibition,recall-novel,12,freezing,1,21.11
818,D,pv-inhibition,recall-novel,12,freezing,2,18.33
819,D,pv-inhibition,recall-novel,12,freezing,3,11.11
820,D,pv-inhibition,recall-novel,12,freezing,4,12.78
821,D,pv-inhibition,recall-novel,12,freezing,5,20.56
822,D,pv-inhibition,recall-novel,12,freezing,6,13.89
823,D,pv-inhibition,recall-novel,12,freezing,7,12.78
824,D,pv-inhibition,recall-novel,12,freezing,8,16.11
825,D,pv-inhibition,recall-novel,12,freezing,9,21.11
826,D,pv-inhibition,recall-discrimination,12,freezing,1,-0.117522498676548
827,D,pv-inhibition,recall-discrimination,12,freezing,2,0.480368532955351
828,D,pv-inhibition,recall-discrimination,12,freezing,3,0.285760205721633
829,D,pv-inhibition,recall-discrimination,12,freezing,4,0.68912673315495
830,D,pv-inhibition,recall-discrimination,12,freezing,5,-0.104485629868386
831,D,pv-inhibition,recall-discrimination,12,freezing,6,0.579791256995916
832,D,pv-inhibition,recall-discrimination,12,freezing,7,0.417634996582365
833,D,pv-inhibition,recall-discrimination,12,freezing,8,0.610775549649674
834,D,pv-inhibition,recall-discrimination,12,freezing,9,0.350461538461538
835,D,pv-inhibition,recall-training,24,freezing,1,48.89
836,D,pv-inhibition,recall-training,24,freezing,2,45.56
837,D,pv-inhibition,recall-training,24,freezing,3,57.22
838,D,pv-inhibition,recall-training,24,freezing,4,24.44
839,D,pv-inhibition,recall-training,24,freezing,5,42.22
840,D,pv-inhibition,recall-training,24,freezing,6,57.78
841,D,pv-inhibition,recall-training,24,freezing,7,54.44
842,D,pv-inhibition,recall-training,24,freezing,8,44.44
843,D,pv-inhibition,recall-training,24,freezing,9,30.56
844,D,pv-inhibition,recall-novel,24,freezing,1,11.11
845,D,pv-inhibition,recall-novel,24,freezing,2,18.33
846,D,pv-inhibition,recall-novel,24,freezing,3,11.67
847,D,pv-inhibition,recall-novel,24,freezing,4,21.11
848,D,pv-inhibition,recall-novel,24,freezing,5,14.44
849,D,pv-inhibition,recall-novel,24,freezing,6,15.56
850,D,pv-inhibition,recall-novel,24,freezing,7,10.56
851,D,pv-inhibition,recall-novel,24,freezing,8,15.56
852,D,pv-inhibition,recall-novel,24,freezing,9,14.44
853,D,pv-inhibition,recall-discrimination,24,freezing,1,0.629666666666667
854,D,pv-inhibition,recall-discrimination,24,freezing,2,0.42620128345594
855,D,pv-inhibition,recall-discrimination,24,freezing,3,0.661199012919146
856,D,pv-inhibition,recall-discrimination,24,freezing,4,0.073106476399561
857,D,pv-inhibition,recall-discrimination,24,freezing,5,0.490292975644193
858,D,pv-inhibition,recall-discrimination,24,freezing,6,0.575674938641942
859,D,pv-inhibition,recall-discrimination,24,freezing,7,0.675076923076923
860,D,pv-inhibition,recall-discrimination,24,freezing,8,0.481333333333333
861,D,pv-inhibition,recall-discrimination,24,freezing,9,0.358222222222222
862,E,EGFP+,0.2,12,oipsc,1,21.7
863,E,EGFP+,0.2,12,oipsc,2,44.9
864,E,EGFP+,0.2,12,oipsc,3,0.3
865,E,EGFP+,0.2,12,oipsc,4,0.5
866,E,EGFP+,0.2,12,oipsc,5,37.2
867,E,EGFP+,0.2,12,oipsc,6,0.4
868,E,EGFP+,0.2,12,oipsc,7,0.1
869,E,EGFP+,0.2,12,oipsc,8,0.9
870,E,EGFP+,0.2,12,oipsc,9,1.7
871,E,EGFP+,0.2,12,oipsc,10,0.6
872,E,EGFP+,0.2,12,oipsc,11,0.5
873,E,EGFP+,0.2,12,oipsc,12,2
874,E,EGFP+,0.5,12,oipsc,1,37.7
875,E,EGFP+,0.5,12,oipsc,2,63.1
876,E,EGFP+,0.5,12,oipsc,3,92.2
877,E,EGFP+,0.5,12,oipsc,4,42.2
878,E,EGFP+,0.5,12,oipsc,5,166.9
879,E,EGFP+,0.5,12,oipsc,6,103.9
880,E,EGFP+,0.5,12,oipsc,7,232.3
881,E,EGFP+,0.5,12,oipsc,8,32.3
882,E,EGFP+,0.5,12,oipsc,9,85.3
883,E,EGFP+,0.5,12,oipsc,10,58.1
884,E,EGFP+,0.5,12,oipsc,11,31.1
885,E,EGFP+,0.5,12,oipsc,12,70.2
886,E,EGFP+,0.8,12,oipsc,1,40.6
887,E,EGFP+,0.8,12,oipsc,2,62.3
888,E,EGFP+,0.8,12,oipsc,3,130.3
889,E,EGFP+,0.8,12,oipsc,4,186.7
890,E,EGFP+,0.8,12,oipsc,5,243
891,E,EGFP+,0.8,12,oipsc,6,199.5
892,E,EGFP+,0.8,12,oipsc,7,255.4
893,E,EGFP+,0.8,12,oipsc,8,53.2
894,E,EGFP+,0.8,12,oipsc,9,155
895,E,EGFP+,0.8,12,oipsc,10,81.1
896,E,EGFP+,0.8,12,oipsc,11,63.5
897,E,EGFP+,0.8,12,oipsc,12,70.7
898,E,EGFP+,1.1,12,oipsc,1,67.1
899,E,EGFP+,1.1,12,oipsc,2,100.5
900,E,EGFP+,1.1,12,oipsc,3,145.1
901,E,EGFP+,1.1,12,oipsc,4,190.3
902,E,EGFP+,1.1,12,oipsc,5,133.5
903,E,EGFP+,1.1,12,oipsc,6,204.1
904,E,EGFP+,1.1,12,oipsc,7,177.4
905,E,EGFP+,1.1,12,oipsc,8,99.2
906,E,EGFP+,1.1,12,oipsc,9,188.5
907,E,EGFP+,1.1,12,oipsc,10,115.2
908,E,EGFP+,1.1,12,oipsc,11,69.2
909,E,EGFP+,1.1,12,oipsc,12,110.2
910,E,EGFP+,1.4,12,oipsc,1,62.9
911,E,EGFP+,1.4,12,oipsc,2,93.2
912,E,EGFP+,1.4,12,oipsc,3,140.8
913,E,EGFP+,1.4,12,oipsc,4,223.4
914,E,EGFP+,1.4,12,oipsc,5,226.5
915,E,EGFP+,1.4,12,oipsc,6,214.4
916,E,EGFP+,1.4,12,oipsc,7,204.5
917,E,EGFP+,1.4,12,oipsc,8,69
918,E,EGFP+,1.4,12,oipsc,9,210.9
919,E,EGFP+,1.4,12,oipsc,10,95.1
920,E,EGFP+,1.4,12,oipsc,11,72.1
921,E,EGFP+,1.4,12,oipsc,12,79.7
922,E,EGFP+,1.7,12,oipsc,1,65.3
923,E,EGFP+,1.7,12,oipsc,2,132.3
924,E,EGFP+,1.7,12,oipsc,3,145.8
925,E,EGFP+,1.7,12,oipsc,4,247.7
926,E,EGFP+,1.7,12,oipsc,5,249
927,E,EGFP+,1.7,12,oipsc,6,262.7
928,E,EGFP+,1.7,12,oipsc,7,230.8
929,E,EGFP+,1.7,12,oipsc,8,94.5
930,E,EGFP+,1.7,12,oipsc,9,182.4
931,E,EGFP+,1.7,12,oipsc,10,95
932,E,EGFP+,1.7,12,oipsc,11,60.3
933,E,EGFP+,1.7,12,oipsc,12,62.9
934,E,EGFP-,0.2,12,oipsc,1,4.9
935,E,EGFP-,0.2,12,oipsc,2,0.5
936,E,EGFP-,0.2,12,oipsc,3,0.3
937,E,EGFP-,0.2,12,oipsc,4,3.7
938,E,EGFP-,0.2,12,oipsc,5,2.3
939,E,EGFP-,0.2,12,oipsc,6,2.1
940,E,EGFP-,0.2,12,oipsc,7,0.6
941,E,EGFP-,0.2,12,oipsc,8,18.9
942,E,EGFP-,0.2,12,oipsc,9,0.6
943,E,EGFP-,0.2,12,oipsc,10,0.9
944,E,EGFP-,0.2,12,oipsc,11,0.1
945,E,EGFP-,0.2,12,oipsc,12,1.2
946,E,EGFP-,0.5,12,oipsc,1,18
947,E,EGFP-,0.5,12,oipsc,2,100
948,E,EGFP-,0.5,12,oipsc,3,44.3
949,E,EGFP-,0.5,12,oipsc,4,40.7
950,E,EGFP-,0.5,12,oipsc,5,26.7
951,E,EGFP-,0.5,12,oipsc,6,24.9
952,E,EGFP-,0.5,12,oipsc,7,78.9
953,E,EGFP-,0.5,12,oipsc,8,32.7
954,E,EGFP-,0.5,12,oipsc,9,14.2
955,E,EGFP-,0.5,12,oipsc,10,71.8
956,E,EGFP-,0.5,12,oipsc,11,22.9
957,E,EGFP-,0.5,12,oipsc,12,24.8
958,E,EGFP-,0.8,12,oipsc,1,53.6
959,E,EGFP-,0.8,12,oipsc,2,138.9
960,E,EGFP-,0.8,12,oipsc,3,48
961,E,EGFP-,0.8,12,oipsc,4,55.8
962,E,EGFP-,0.8,12,oipsc,5,96.2
963,E,EGFP-,0.8,12,oipsc,6,21.2
964,E,EGFP-,0.8,12,oipsc,7,87.8
965,E,EGFP-,0.8,12,oipsc,8,110.2
966,E,EGFP-,0.8,12,oipsc,9,35.2
967,E,EGFP-,0.8,12,oipsc,10,75.7
968,E,EGFP-,0.8,12,oipsc,11,54.1
969,E,EGFP-,0.8,12,oipsc,12,54.2
970,E,EGFP-,1.1,12,oipsc,1,33.8
971,E,EGFP-,1.1,12,oipsc,2,125.8
972,E,EGFP-,1.1,12,oipsc,3,50.9
973,E,EGFP-,1.1,12,oipsc,4,66.1
974,E,EGFP-,1.1,12,oipsc,5,94.7
975,E,EGFP-,1.1,12,oipsc,6,125.4
976,E,EGFP-,1.1,12,oipsc,7,92.9
977,E,EGFP-,1.1,12,oipsc,8,96.6
978,E,EGFP-,1.1,12,oipsc,9,32.1
979,E,EGFP-,1.1,12,oipsc,10,92
980,E,EGFP-,1.1,12,oipsc,11,69.8
981,E,EGFP-,1.1,12,oipsc,12,71.5
982,E,EGFP-,1.4,12,oipsc,1,26.5
983,E,EGFP-,1.4,12,oipsc,2,136
984,E,EGFP-,1.4,12,oipsc,3,76.1
985,E,EGFP-,1.4,12,oipsc,4,62.6
986,E,EGFP-,1.4,12,oipsc,5,85.2
987,E,EGFP-,1.4,12,oipsc,6,121.5
988,E,EGFP-,1.4,12,oipsc,7,141.6
989,E,EGFP-,1.4,12,oipsc,8,106.8
990,E,EGFP-,1.4,12,oipsc,9,27.3
991,E,EGFP-,1.4,12,oipsc,10,92.8
992,E,EGFP-,1.4,12,oipsc,11,69.2
993,E,EGFP-,1.4,12,oipsc,12,66.2
994,E,EGFP-,1.7,12,oipsc,1,30.1
995,E,EGFP-,1.7,12,oipsc,2,121.7
996,E,EGFP-,1.7,12,oipsc,3,72
997,E,EGFP-,1.7,12,oipsc,4,61.4
998,E,EGFP-,1.7,12,oipsc,5,81.3
999,E,EGFP-,1.7,12,oipsc,6,110.6
1000,E,EGFP-,1.7,12,oipsc,7,130.7
1001,E,EGFP-,1.7,12,oipsc,8,101.7
1002,E,EGFP-,1.7,12,oipsc,9,32.3
1003,E,EGFP-,1.7,12,oipsc,10,83.9
1004,E,EGFP-,1.7,12,oipsc,11,67.1
1005,E,EGFP-,1.7,12,oipsc,12,84.4
1006,E,mCh-EGFP+,0.8,12,norm-oipsc,1,0.846153846153846
1007,E,mCh-EGFP+,0.8,12,norm-oipsc,2,1.26733921815889
1008,E,mCh-EGFP+,0.8,12,norm-oipsc,3,1.8297604035309
1009,E,mCh-EGFP+,0.8,12,norm-oipsc,4,2.39974779319042
1010,E,mCh-EGFP+,0.8,12,norm-oipsc,5,1.68348045397226
1011,E,mCh-EGFP+,0.8,12,norm-oipsc,6,2.57377049180328
1012,E,mCh-EGFP+,0.8,12,norm-oipsc,7,2.23707440100883
1013,E,mCh-EGFP+,0.8,12,norm-oipsc,8,1.25094577553594
1014,E,mCh-EGFP+,0.8,12,norm-oipsc,9,2.37704918032787
1015,E,mCh-EGFP+,0.8,12,norm-oipsc,10,1.45271122320303
1016,E,mCh-EGFP+,0.8,12,norm-oipsc,11,0.872635561160151
1017,E,mCh-EGFP+,0.8,12,norm-oipsc,12,1.38965952080706
1018,E,mCh-EGFP-,0.8,12,norm-oipsc,1,0.426229508196721
1019,E,mCh-EGFP-,0.8,12,norm-oipsc,2,1.58638083228247
1020,E,mCh-EGFP-,0.8,12,norm-oipsc,3,0.641866330390921
1021,E,mCh-EGFP-,0.8,12,norm-oipsc,4,0.833543505674653
1022,E,mCh-EGFP-,0.8,12,norm-oipsc,5,1.19419924337957
1023,E,mCh-EGFP-,0.8,12,norm-oipsc,6,1.58133669609079
1024,E,mCh-EGFP-,0.8,12,norm-oipsc,7,1.17150063051702
1025,E,mCh-EGFP-,0.8,12,norm-oipsc,8,1.21815889029004
1026,E,mCh-EGFP-,0.8,12,norm-oipsc,9,0.404791929382093
1027,E,mCh-EGFP-,0.8,12,norm-oipsc,10,1.16015132408575
1028,E,mCh-EGFP-,0.8,12,norm-oipsc,11,0.880201765447667
1029,E,mCh-EGFP-,0.8,12,norm-oipsc,12,0.901639344262295
1030,E,hM4Di-mCh-EGFP+,0.8,12,norm-oipsc,1,1.10195674562307
1031,E,hM4Di-mCh-EGFP+,0.8,12,norm-oipsc,2,0.99124613800206
1032,E,hM4Di-mCh-EGFP+,0.8,12,norm-oipsc,3,0.561277033985582
1033,E,hM4Di-mCh-EGFP+,0.8,12,norm-oipsc,4,0.937178166838311
1034,E,hM4Di-mCh-EGFP+,0.8,12,norm-oipsc,5,0.904994850669413
1035,E,hM4Di-mCh-EGFP+,0.8,12,norm-oipsc,6,1.24871266735324
1036,E,hM4Di-mCh-EGFP+,0.8,12,norm-oipsc,7,0.938465499485067
1037,E,hM4Di-mCh-EGFP+,0.8,12,norm-oipsc,8,0.964212152420185
1038,E,hM4Di-mCh-EGFP+,0.8,12,norm-oipsc,9,0.82389289392379
1039,E,hM4Di-mCh-EGFP+,0.8,12,norm-oipsc,10,0.930741503604531
1040,E,hM4Di-mCh-EGFP-,0.8,12,norm-oipsc,1,1.69927909371782
1041,E,hM4Di-mCh-EGFP-,0.8,12,norm-oipsc,2,0.557415036045314
1042,E,hM4Di-mCh-EGFP-,0.8,12,norm-oipsc,3,0.875386199794027
1043,E,hM4Di-mCh-EGFP-,0.8,12,norm-oipsc,4,0.675849639546859
1044,E,hM4Di-mCh-EGFP-,0.8,12,norm-oipsc,5,1.36843460350154
1045,E,hM4Di-mCh-EGFP-,0.8,12,norm-oipsc,6,1.05303810504634
1046,E,hM4Di-mCh-EGFP-,0.8,12,norm-oipsc,7,1.3903192584964
1047,E,hM4Di-mCh-EGFP-,0.8,12,norm-oipsc,8,0.983522142121524
1048,E,hM4Di-mCh-EGFP-,0.8,12,norm-oipsc,9,0.998970133882595
1049,E,hM4Di-mCh-EGFP-,0.8,12,norm-oipsc,10,0.39778578784758
1050,F,mCh,neutral-context,5,freezing,1,11.1
1051,F,mCh,neutral-context,5,freezing,2,46.3
1052,F,mCh,neutral-context,5,freezing,3,16.2
1053,F,mCh,neutral-context,5,freezing,4,26.6
1054,F,mCh,neutral-context,5,freezing,5,39.1
1055,F,mCh,neutral-context,5,freezing,6,38.9
1056,F,mCh,neutral-context,5,freezing,7,14.8
1057,F,mCh,neutral-context,5,freezing,8,45.5
1058,F,mCh,neutral-context,5,freezing,9,19.3
1059,F,Chrimson-mCh,neutral-context,5,freezing,1,40
1060,F,Chrimson-mCh,neutral-context,5,freezing,2,28.1
1061,F,Chrimson-mCh,neutral-context,5,freezing,3,26.1
1062,F,Chrimson-mCh,neutral-context,5,freezing,4,61.8
1063,F,Chrimson-mCh,neutral-context,5,freezing,5,64.1
1064,F,Chrimson-mCh,neutral-context,5,freezing,6,52.6
1065,F,Chrimson-mCh,neutral-context,5,freezing,7,23.6
1066,F,Chrimson-mCh,neutral-context,5,freezing,8,25.3
1067,F,Chrimson-mCh,neutral-context,5,freezing,9,40.9
1068,F,mCh,neutral-context,12,freezing,1,14.1
1069,F,mCh,neutral-context,12,freezing,2,8.7
1070,F,mCh,neutral-context,12,freezing,3,5.6
1071,F,mCh,neutral-context,12,freezing,4,25.4
1072,F,mCh,neutral-context,12,freezing,5,4.8
1073,F,mCh,neutral-context,12,freezing,6,6.9
1074,F,mCh,neutral-context,12,freezing,7,17.5
1075,F,mCh,neutral-context,12,freezing,8,19.7
1076,F,mCh,neutral-context,12,freezing,9,13.4
1077,F,Chrimson-mCh,neutral-context,12,freezing,1,7.1
1078,F,Chrimson-mCh,neutral-context,12,freezing,2,20
1079,F,Chrimson-mCh,neutral-context,12,freezing,3,27.6
1080,F,Chrimson-mCh,neutral-context,12,freezing,4,32.4
1081,F,Chrimson-mCh,neutral-context,12,freezing,5,36.3
1082,F,Chrimson-mCh,neutral-context,12,freezing,6,39
1083,F,Chrimson-mCh,neutral-context,12,freezing,7,37
1084,F,Chrimson-mCh,neutral-context,12,freezing,8,27.7
1085,F,Chrimson-mCh,neutral-context,12,freezing,9,18.2
1086,F,mCh,neutral-context,24,freezing,1,4.5
1087,F,mCh,neutral-context,24,freezing,2,6.9
1088,F,mCh,neutral-context,24,freezing,3,3.4
1089,F,mCh,neutral-context,24,freezing,4,6.6
1090,F,mCh,neutral-context,24,freezing,5,8
1091,F,mCh,neutral-context,24,freezing,6,2.4
1092,F,mCh,neutral-context,24,freezing,7,5.4
1093,F,mCh,neutral-context,24,freezing,8,1.4
1094,F,mCh,neutral-context,24,freezing,9,5.7
1095,F,Chrimson-mCh,neutral-context,24,freezing,1,11.6
1096,F,Chrimson-mCh,neutral-context,24,freezing,2,12.1
1097,F,Chrimson-mCh,neutral-context,24,freezing,3,23.5
1098,F,Chrimson-mCh,neutral-context,24,freezing,4,8.6
1099,F,Chrimson-mCh,neutral-context,24,freezing,5,21.6
1100,F,Chrimson-mCh,neutral-context,24,freezing,6,7.8
1101,F,Chrimson-mCh,neutral-context,24,freezing,7,9.7
1102,F,Chrimson-mCh,neutral-context,24,freezing,8,13.5
1103,F,Chrimson-mCh,neutral-context,24,freezing,9,14.3
1104,G,PV,fish,0,c-Fos+PV+ofc-Fos+,1,0
1105,G,PV,fish,0,c-Fos+PV+ofc-Fos+,2,4.16
