-0.0001149469,9.08482E-05,-4.06989E-05,-9.167054E-05,0.001817793,2.075179E-05,1.503951E-05,-0.0001419008,-0.0002824239,0.0007581912,-0.0002611493,-1.69786E-05,-0.0002511778,2.377495E-05,2.622741E-05,-2.342242E-05,0.001052456,-0.0001792798,1.832265E-05,-1.233624E-05,-0.0009485689,0.0005698304,0.0004323166,-0.0001584933,-2.12991E-05,-9.730837E-05,-0.0004415194,0.0001581323,1.847952E-05,2.210315E-05,-0.0001004607,0.0003129095,0.0009637091,8.679419E-05,-7.890385E-05,-0.0002736681,0.0002884478,6.364578E-05,-0.0001452782,0.0001356875,4.457661E-05,-0.0001228765,-3.847708E-07
-0.000219349,0.0002222004,-2.198989E-05,-0.0002169033,0.004651565,1.583864E-05,0.0001941072,-0.0003041059,19.40505,0.002083196,5.643216,-9.260733E-06,14.13166,2.126001E-05,3.527928E-05,-0.0004178952,0.001579402,-0.0003399691,14.13396,-0.0001205903,10.70712,12.11233,37.99887,-0.0004469101,1.863102,0.0003319449,-0.001387701,0.0007254716,6.218325E-05,12.99002,-0.0002745898,0.0007059749,93.32481,32.76117,-6.370175E-05,6.278584,0.0005148945,0.0002555711,2.524375,5.064002,0.0001710357,-0.0002086541,-3.323484E-05
-0.0002114449,0.0003312725,9.311813,-0.0003607644,11.36781,-8.390781E-05,0.0003052073,-0.0002790028,27.48149,0.00327607,8.111224,0.0001462274,19.9467,4.570268E-05,4.997454E-05,0.146859,0.001020822,-0.0004246792,17.92429,-0.0003921169,29.84446,17.91259,55.52767,37.37754,2.580222,0.001155626,-0.002544968,0.001299844,9.908885E-05,17.73484,-0.0004571612,0.0009627179,146.8465,66.79468,0.0001217731,9.11819,0.0005760919,0.0005880453,10.19363,18.7745,0.0002467516,-0.0001866627,-5.698827E-05
-0.0001107352,0.0004375473,11.63322,-0.0005445078,22.78176,8.349105,0.0003167503,-9.772846E-05,86.9688,0.004087837,8.83739,0.0004780868,64.68909,0.0001339323,3.243767E-06,0.2071036,-0.0004371004,-0.0005067906,17.49752,-0.0008069788,35.87584,95.93887,73.55903,53.42938,2.753785,0.001986613,-0.003730447,0.001279888,3.004422,18.81006,-0.0006064565,0.001027368,174.6201,95.19933,0.0003780125,10.09866,0.0005822459,3.364849,13.11055,26.07169,0.0003062319,-3.404101E-05,-9.348999E-05
-7.409175E-06,0.0005689919,12.84985,-0.0007714295,37.30004,11.15044,0.0002818677,7.311501E-05,112.1064,0.00444296,8.647403,0.0008895186,90.67472,10.20136,-0.0001592132,2.932888,-0.00199539,-0.0006494859,15.5528,-0.001274941,36.27547,174.2795,105.8874,118.7932,2.678686,0.002705715,-0.004835624,5.352077,3.904765,18.30458,-0.0006292114,0.0009219867,185.9514,101.4424,0.0005678647,10.10097,0.0005635206,5.239268,13.58377,34.89901,0.000369227,0.0001045404,-0.0001633342
6.217387E-05,0.0006614618,11.94364,-0.001011583,47.44222,11.48901,0.0002267483,0.0002167156,116.5529,0.004292576,8.01139,0.001249811,95.76659,19.28873,-0.000390084,4.049829,-0.003302877,-0.0008688972,13.24459,-0.001658567,34.37933,206.5352,118.1212,129.5101,8.191124,0.003311253,-0.005836837,8.121616,24.15826,17.16729,2.623305,0.0006961643,186.9836,97.72657,0.0006320069,9.613472,0.0005222933,6.158244,12.87112,36.51374,0.0004643306,0.1849411,-0.0002503668
3.769359E-05,0.0007155687,28.26093,-0.001210146,51.6363,10.79941,0.0001918663,13.58287,110.6493,0.0034506,7.192229,0.001475648,90.01079,23.40477,-0.0005870276,4.339776,-0.003946558,10.68441,11.03746,-0.001874284,36.53927,212.4358,116.9265,122.3814,11.5608,0.003869139,-0.006705884,9.302603,31.67938,15.82484,5.939597,0.0591405,181.7544,89.94756,0.0005550906,8.904174,0.0004553931,6.474981,11.64793,34.70044,0.0005815607,8.180971,-0.0003213081
-4.530781E-05,0.000754458,31.08683,-0.001313524,52.35256,25.11185,0.0002434751,24.46413,100.1305,0.001752495,6.332722,17.493,79.35036,24.59393,-0.000697298,4.221364,2.374389,14.6892,9.093142,-0.001935845,42.83619,203.9516,108.7476,110.2833,12.40721,0.004648503,-0.007422358,9.530467,32.24955,14.46502,6.446009,6.792127,172.9016,80.90648,5.842922,22.13303,0.0003355789,6.421895,10.26812,34.63049,0.0007187396,17.66074,1.910105
-0.0001409546,0.0008010459,33.51242,-0.001313343,51.09032,29.13618,0.0002694213,28.026,90.88196,-0.0008261339,5.506733,24.44862,67.17008,24.11666,-0.0007735367,3.916727,3.34208,15.58293,7.444664,-0.001902509,42.94804,188.2572,97.42416,97.61811,12.09685,2.193741,-0.007897111,15.44497,32.28598,13.16684,6.065221,9.155778,162.1343,71.89203,7.548107,27.6851,0.000101647,6.150964,15.82009,32.17463,20.39745,20.6804,2.549925
-0.0001994343,3.563321,30.88484,-0.001264165,48.75401,28.6777,0.0003056798,27.84706,80.10674,-0.004190136,9.880909,31.52826,55.28737,22.74368,-0.0008911923,3.541937,3.635233,15.08313,6.074059,-0.001830806,40.55706,169.5753,90.76247,85.7995,11.29455,3.210526,-0.008135439,18.0577,30.04923,11.95995,5.44918,9.605442,150.5464,65.93687,7.570843,39.67752,7.869799,10.99772,23.76997,28.79414,29.12597,20.63404,4.908052
