-0.000171968,-0.000140202,-0.000308359,0.001193835,-0.000211034,8.77E-07,5.78E-05,-3.29E-05,-3.6E-05,4.35E-05,-5.92E-06,1.41E-06,-0.000544481,2.01E-05,-9.85E-05,1.76E-05,0.000203325,0.000195659,-0.000146268,0.00079869,-0.000105391,-1.54E-05,-4.45E-05,-4.03E-05,6.22E-05,-1.02E-05,0.000313991,0.000107254,0.000323953,0.000188323,6.58E-05,-0.000119482,2.46E-07,-0.000758611,0.000346211,7.65E-05,-4.74E-05,0.000380487,0.000215461,-7.21E-06,0.000109729,-0.00059829,-0.000506432,0.000119112,-2.26E-05,8.61E-06,-0.000126568,0.000187636,0.000234912,-0.001075131,0.000190122,0.001603469,9.63E-05,0.001281681,-0.000453498,-0.002412055,0.000390113,3.26E-05,-0.000370978,0.000143693,6.21E-05,8.55E-06,0.000205959,3.68E-05,-0.000759817,5.75E-05,0.000190927,-1.35E-05,0.000243807,-0.000401352,-0.003102364,-0.001568824,0.000359027,-0.000215023,-9.23E-05,0.000333014,-4.58E-05,0.000500113,-0.000220989,-0.000104759,0.000120973,-0.000663219,5.5E-05,-0.00026957,-0.000247756
1.298095,22.149,-0.000420309,0.002949288,-0.000316531,0.000540218,0.000227595,3.928675,1.025085,5.74E-05,7.593785,2.94E-05,-0.001191089,4.11E-05,-0.000149044,18.84595,0.000337257,0.000449335,61.02057,0.001711484,-0.000270206,-2.22E-06,-0.000104202,-0.000120119,2.632586,15.24932,6.060367,-7.17E-05,30.06618,0.5638229,14.51075,-0.000147599,10.4025,-0.00149403,20.97566,4.882642,-8.23E-05,0.000352069,2.465666,-1.13E-05,22.37273,14.91382,91.3612,1.626584,-9.73E-05,11.5732,-0.000251475,0.00033821,4.147538,-0.002835938,0.00037431,0.004309947,0.000151761,16.52566,3.160881,7.630986,10.07863,0.000100341,5.794942,5.97941,-0.000267186,2.620979,15.44757,4.21E-05,56.76077,0.00025104,0.000402899,15.86078,23.88674,2.311591,39.87297,26.70897,0.001043759,11.08028,0.000383733,10.17379,4.715288,33.06727,-0.000314009,5.56E-05,0.000115171,35.98868,134.8776,-0.000535138,20.90363
3.155035,49.14291,3.01E-05,9.56146,11.38753,0.001464208,0.00041883,27.76528,1.229585,9.71E-05,20.47966,0.2938227,-0.001706958,0.000111042,11.63326,64.03207,0.000422223,0.000640161,70.99274,0.002549985,6.194161,4.8E-05,31.7565,-0.00020703,3.028568,27.5435,21.1248,-0.000473865,39.59229,0.7109239,43.63321,36.11607,15.06901,-0.001394157,28.09263,28.87467,-0.000130293,15.16955,2.94121,-6.61E-06,29.08483,36.42305,209.6039,21.78341,4.859882,14.37615,-0.000181714,0.000363532,5.285807,-0.004501429,0.000462532,0.007300656,0.000155467,40.80979,4.508802,27.69529,12.59673,0.000177312,22.67476,7.647844,-0.000826139,33.64992,20.13996,54.43341,78.53409,0.00040605,0.000489071,21.83063,42.12046,25.7161,156.6067,32.89824,0.001790265,15.04241,0.001163656,33.734,5.872982,40.45571,-0.000294721,0.000394276,-3.64E-05,48.56416,220.5264,-0.000691468,27.6371
3.675443,56.56588,25.40349,18.43974,13.7304,0.00243123,0.00060025,34.03096,1.160415,0.00010768,28.42103,0.3573236,-0.00185758,0.000284968,32.58308,75.96394,0.000631479,0.000779834,67.36718,0.003214438,10.14815,0.000120636,40.20756,-0.000262996,2.670737,27.04323,27.4953,-0.00099247,39.2902,0.6850945,73.7364,46.41933,23.11871,2.40631,27.6465,44.28131,-0.000252336,19.05976,2.787471,1.44E-05,29.40643,65.61579,232.9297,28.99505,7.3549,13.39342,0.000124177,8.313035,5.368746,-0.005690461,0.000730152,0.01013494,0.000135308,48.33573,4.901085,95.78536,11.86036,28.66283,33.15886,32.09085,1.430143,40.73668,20.5307,90.95056,81.98315,0.000546312,18.28264,22.86165,49.11324,31.22583,256.878,66.59605,0.002444401,14.90964,0.002031803,57.1829,5.65714,40.08453,-0.000258052,42.85117,3.829068,49.53407,224.9742,-0.000869639,27.63132
3.565275,54.46202,119.9292,20.6895,12.81853,0.003350626,0.000764181,32.53434,8.941163,23.80863,28.48713,0.3323453,-0.001693336,0.000613124,36.6633,100.1689,0.001136067,0.000819112,60.66067,0.00330078,10.25778,0.000179005,54.79008,-0.000279882,2.136708,22.23565,28.80805,-0.001499624,34.82223,0.5976903,76.03716,46.79696,22.38199,8.444044,24.72847,43.34393,-0.000478418,18.67702,19.95589,4.66E-05,27.30308,69.17538,212.521,25.95088,18.08095,13.19762,0.000522824,12.65903,5.099141,-0.00614559,0.00092683,0.01270011,0.4036137,48.53607,33.23766,172.1852,9.969626,32.64873,46.81885,38.04753,1.882148,38.19519,18.90772,113.9018,76.52245,0.000574617,24.27676,21.57611,63.77164,29.91393,306.5619,71.58597,0.002873413,28.58973,0.00270214,81.56931,4.98136,37.52762,-0.000237264,63.69975,46.35821,45.25212,200.2518,4.739304,24.75433
22.23181,48.27112,140.3994,29.65505,10.95037,0.00412002,0.000923801,28.11021,18.21448,44.34181,25.2025,0.2798893,-0.001288674,0.000962931,33.61658,93.58561,0.00172806,0.000901313,53.76289,0.003971502,8.852998,0.000194251,52.84443,-0.000272359,1.632968,16.77324,44.19352,-0.001762281,29.0677,0.4974141,72.3809,93.59761,19.01131,43.28418,51.95554,36.70302,0.5730335,16.84442,22.99032,8.2E-05,24.44766,62.69925,235.9986,21.17059,19.76713,55.65031,0.000815409,21.76298,4.728306,-0.005868844,0.001002865,0.01473109,12.68134,70.30469,45.03821,250.5038,7.890134,28.5077,46.64056,43.36227,20.73448,32.46024,16.63926,117.1431,67.34581,0.000626768,34.48793,19.33966,67.53233,26.35523,396.0687,67.03513,0.5144039,44.80689,0.003445986,84.48618,4.215699,59.85404,-0.000220761,69.11519,84.00179,41.36768,175.5925,32.45246,54.43959
52.53793,44.58157,134.8454,44.55998,8.997047,0.004396439,0.001071595,39.82161,19.10535,47.30959,20.87744,0.2247998,-0.000658411,0.001092164,28.16346,78.32339,0.002394255,0.000929062,47.41137,0.003895617,7.055965,8.690064,46.00093,1.069519,1.218461,12.02236,49.01657,-0.001959108,38.76632,0.403868,82.28127,222.5363,15.2931,52.611,55.80954,28.99029,0.6931945,14.67504,21.59034,0.00010829,56.6995,53.27178,226.1722,16.77383,18.22648,64.03745,0.001061027,26.63549,4.344613,-0.004876475,11.45769,0.01620763,27.24765,72.28815,48.15314,275.383,33.51716,22.58357,41.75388,42.16918,38.18503,26.28176,14.31526,111.4822,57.21502,0.000830487,36.03844,16.84389,65.31253,22.38066,395.3266,66.63415,0.7607564,46.12489,0.003924395,78.15388,10.65294,70.58646,-0.000195427,67.29317,92.40449,35.70448,158.9766,58.94594,61.42685
70.83008,38.62813,121.2587,47.00158,7.254692,0.004300066,0.001262255,39.82223,17.32929,220.2908,16.61368,0.1759796,0.000141196,0.001064377,22.45855,62.5067,0.003148145,0.001043676,41.74317,0.003898165,5.359615,10.07522,45.90368,1.260515,0.8971816,8.330176,47.91199,-0.002043021,38.62971,0.3235326,76.47048,252.6764,11.98842,166.57,51.50079,22.01659,12.12128,12.58655,19.03294,0.000125363,64.52647,43.82256,192.2838,13.1584,15.76257,58.0792,0.001272374,28.08057,3.977787,-0.003430187,16.64122,0.01706438,28.19515,64.99916,46.88388,275.8657,95.6209,17.08987,49.27892,42.86312,90.02153,20.71899,12.17071,102.2318,47.51058,0.000993827,55.97268,14.42199,60.07734,18.67286,360.502,64.68822,0.8521169,59.78367,0.004526567,68.51592,11.7859,84.09436,8.434284,62.3448,89.301,29.78903,134.5349,79.93747,73.63445
72.31112,43.56894,106.2288,64.97123,5.794702,0.004006531,0.001473515,106.8696,26.24915,253.3856,12.87178,8.125082,0.001011054,0.001039693,21.29133,48.74918,0.003678584,6.471691,36.73356,0.003960218,3.941921,9.457072,40.45332,4.476686,0.6555559,5.634424,43.76442,-0.002157845,42.86313,0.2571614,65.76121,245.4887,9.276361,389.1039,45.81334,16.32153,14.43588,19.46101,16.39151,0.000130069,62.58641,41.14074,218.9264,21.98036,20.3335,47.44231,0.001379705,27.48709,3.636632,87.04108,55.36573,0.01721398,26.51869,55.30287,43.56548,265.6226,106.597,12.62648,46.74901,38.29069,184.1174,16.081,10.28163,112.558,38.84468,0.001041118,58.81674,12.21915,53.5778,15.44267,315.8239,58.5271,0.8556296,198.1725,0.005146708,58.35586,10.9336,82.79595,23.81615,56.30172,82.10316,24.32466,110.1884,84.21889,71.17638
66.32509,42.03595,92.03854,66.81034,4.60621,0.003540907,0.001706692,136.6095,45.44579,248.5625,9.786525,9.818696,0.001744682,0.001030134,18.13676,39.69704,0.004096954,14.15722,32.31964,0.004020687,2.833004,8.385863,33.98589,4.872213,0.4768119,3.742894,38.32132,1.406185,43.45744,0.2035851,61.6948,225.5162,7.129556,462.8917,52.34443,11.91184,13.47462,20.08033,13.98823,0.000101361,57.12417,35.52958,199.5997,20.39884,25.7179,36.52767,5.858674,25.75465,3.322719,131.0099,63.9992,0.01652986,24.63613,45.84261,39.44655,251.0599,102.6742,9.206319,45.35426,46.09421,217.0909,12.36426,8.655476,142.6366,31.41523,9.947398,54.01537,10.28434,46.81586,12.71414,271.3208,51.55595,0.8119078,352.3354,0.005044724,48.8856,9.47357,77.36333,25.41959,50.14021,73.86033,19.58081,88.72078,81.49751,62.72408
