35.07241,71.32764,52.60316,121.9217,-54.44608,127.6167,65.4249,23.74431,119.1636,178.6235,34.70436,123.2358,76.85954,280.5594,253.9274,-25.75231,208.7299,48.19377,264.5135,37.36824,-26.7953,133.6987,68.85092,-105.694,-9.082977,182.4524,95.9586,24.63875,567.377,-29.1175,151.5509,40.24589,1011.854,26.94053,52.38008,15.43517,286.5514,18.00608,20.84532,-27.38581,-20.99426,152.5813,43.47979,18.4069,661.8184,33.86578,22.4773,129.4426,51.96902,123.7612,27.78451,145.4399,48.57193,17.30204,31.20784,36.97354,71.04967,15.21673,23.20029,54.45942,28.68054,67.57327
24.48058,63.16783,34.01565,95.87994,-62.22661,93.53907,83.11034,16.37624,127.8452,141.3813,51.80593,130.9288,57.7762,286.5035,263.0785,-1.379353,149.2379,43.61904,253.69,58.71464,5.679514,67.7206,52.67953,-79.14258,12.94995,171.2523,215.0464,-7.244704,634.6851,-13.81721,151.8855,5.0028,941.1539,30.02141,59.8769,18.69402,281.8038,2.235184,27.71903,-23.65566,-20.57722,112.6323,-5.770712,-28.80155,628.7104,40.83577,16.19738,106.7088,37.58728,106.4514,17.9489,111.9992,71.82626,13.56117,27.29448,81.16468,80.75784,22.88181,27.45881,39.77044,-23.443,55.6785
38.17754,51.09257,24.48494,97.76076,-32.35362,100.5589,94.39906,-16.93863,110.4502,131.9111,46.0152,149.7461,42.89809,260.8734,265.4708,2.994359,78.62772,26.5499,257.9434,3.794787,46.47568,3.43719,38.37028,-75.86273,-6.760624,145.4704,444.9038,52.38526,629.9843,-21.34053,133.631,-1.94544,903.4464,39.43272,46.76431,20.62738,277.0046,-7.671419,2.589765,-2.54863,-23.88706,94.52092,43.69541,-57.65727,577.7122,49.40949,27.02031,109.9434,46.04026,104.6055,3.674027,83.16747,-6.857083,15.24576,47.50391,46.4184,38.23463,31.1834,53.80223,14.94069,-2.877416,49.74316
34.98677,38.32432,16.31031,90.10364,-25.59303,92.00455,114.782,25.43826,103.0461,131.2579,32.99983,173.3228,40.04463,223.5296,254.9731,10.82279,36.40541,15.77049,219.8938,6.092516,83.86345,2.745454,32.15619,-62.49879,0.03721061,146.0338,671.4344,30.05976,608.4231,-20.76726,143.6113,4.122593,879.4213,56.15863,49.50443,43.58826,271.1502,-6.985856,41.44376,-26.80188,-13.87321,103.6981,23.77001,-50.54741,525.6552,32.73587,85.02091,92.09011,43.27118,85.82584,0.6640099,69.99004,-13.75996,23.76484,53.52623,54.20199,62.97523,3.436513,83.09257,54.59639,9.305937,56.01857
46.04756,21.67705,8.461617,95.54884,-11.64171,113.7542,121.8132,24.66169,119.6419,96.42172,46.03202,203.8824,14.99395,227.2323,291.2928,-8.192095,31.31256,13.79111,253.2858,7.97318,111.835,1.983984,47.17288,-56.22552,4.935018,138.2073,890.1685,61.72374,503.5257,-29.85132,100.203,21.59346,818.918,67.51226,35.85362,17.52351,305.8012,16.95184,12.1879,-52.48698,-16.46915,80.7956,54.55015,-30.13801,480.1551,76.51793,74.47825,89.18185,33.26099,81.2242,-27.07845,43.47327,9.925166,59.14796,31.68358,77.37099,58.8799,24.59885,91.54681,32.88707,-5.19081,28.38809
47.74998,21.96844,14.3224,104.3554,-10.60825,135.9872,108.7538,9.964931,110.7816,86.69501,64.23405,198.174,11.35728,222.029,273.1218,-11.95671,31.18801,14.14382,254.8231,23.53452,129.0222,34.9201,40.54118,-62.75864,16.99715,174.8132,1107.141,58.86056,517.2288,-16.96463,85.0425,-10.02913,785.9794,109.3922,14.13458,7.315607,364.8417,11.21365,-6.282342,-40.03779,-34.78134,74.73828,47.39988,-53.89294,415.6463,62.28643,94.64077,68.6628,44.92816,101.9808,-29.66808,31.93174,9.323581,14.90493,10.44445,97.96518,33.612,14.91454,56.90248,15.60197,15.71032,42.95283
44.94592,29.43144,25.73314,97.75843,-24.1948,130.4473,123.063,35.34668,104.4383,71.60945,42.19756,203.9034,-0.7251491,206.4896,315.7509,24.99465,48.96515,36.04519,266.6153,-3.028308,126.9685,37.65385,23.70282,-42.62803,-11.03196,236.3345,1314.325,50.13287,512.8622,-24.29434,83.50066,-4.004523,761.475,231.3574,35.31506,-9.701279,385.7035,0.4163326,-7.546104,-4.065272,-31.92072,53.6782,31.66642,-86.00011,371.2771,39.7207,99.36837,66.33408,67.00356,90.97363,-35.25674,47.18497,0.5476903,24.06364,-3.005862,78.43966,26.36558,15.86468,29.6023,7.517982,2.354279,52.52109
44.33721,15.03034,73.27277,68.52085,16.02726,124.1286,175.32,-18.83761,43.42979,89.28166,53.61996,289.5305,-19.66586,163.4687,372.5625,59.09161,46.74623,31.36518,262.2784,36.98535,114.6553,53.96699,17.8721,-55.8632,-8.412495,276.9996,1276.396,118.5635,501.6731,-75.15594,79.4016,-49.22593,725.381,350.5643,5.661427,-20.27524,348.2544,-31.68087,12.77925,36.31781,-29.14866,69.48379,101.9261,-73.76811,328.6646,32.6806,146.204,105.4884,118.5289,96.83273,-65.90349,10.50393,20.01966,56.5995,10.9616,74.60211,78.68135,4.957603,9.137027,24.1605,-6.829819,45.83964
31.92484,-0.8759396,150.2464,64.54213,-9.583571,103.1652,128.4464,5.113374,49.44995,93.88216,68.74105,315.6073,-15.66333,148.4257,345.7686,21.70268,27.26132,-21.82892,228.2184,22.26808,79.13631,35.09914,43.31441,-37.2077,40.09769,270.2749,1191.97,56.98885,446.6238,-43.26818,93.19234,-57.61008,674.3057,484.3126,3.369442,-21.03189,368.0078,-7.565349,-9.897483,60.17113,-82.46581,68.34282,53.39436,-30.59212,278.0876,35.96764,50.03057,178.2331,78.29401,90.04598,-34.39996,41.61204,31.54641,1.519411,67.08804,81.86522,72.28046,85.42284,-57.95086,24.18208,2.771916,28.52686
6.085022,-14.65366,213.2935,52.52139,-13.33016,105.1426,104.3885,57.50624,57.67957,79.80974,49.22678,319.2976,-25.87958,157.5716,328.9351,11.10258,21.2634,-6.513989,186.0551,3.811208,74.87323,-1.548662,15.96141,-39.24594,4.211511,359.5191,1025.201,-55.58234,433.9194,-46.92899,83.7194,-61.29177,627.4526,622.1823,22.97707,-24.31332,347.974,-46.96251,16.67104,75.63025,-76.56911,94.11927,-17.27126,-22.0925,329.3272,37.87703,52.65969,233.1048,90.5426,93.07786,-24.55685,48.67107,-18.6062,30.33022,90.26526,68.60945,69.83621,142.8828,-34.01167,89.06843,-15.23215,27.74005
