54.92521,85.66029,2.134775,32.74384,23.87586,105.6173,96.6892,64.0318,35.55794,2.70758,133.0287,35.744,120.9245,68.55096,50.51147,81.14003,27.32816,26.47298,-4.624988,15.80704,17.81686,36.59192,152.535,44.97182,60.2506,81.15418,385.6298,367.1587,172.717,47.34674,110.6767,89.90357,26.66781,5.240308,134.5572,40.3112,92.37669,-57.52986,102.1837,6.718835,6.553882,-55.01069,231.2786,-17.07426,67.01324,59.31092,88.53418,92.3177,-25.1945,28.8402,50.87572,-5.243347,4.534949,65.26511,-2.48564,51.69584,-0.6256564,28.38252,49.92629,-6.672488,-6.148127,95.20853
40.40979,72.00649,-12.51843,44.16291,3.750799,106.2963,86.8319,21.71306,50.47491,6.744468,149.7672,29.45912,117.412,68.81511,72.57259,82.30816,34.333,14.67592,-8.129054,48.52159,39.58307,38.55149,147.6269,43.82676,44.90713,101.9384,317.017,371.1033,212.5509,32.50792,142.6815,57.14562,59.95201,53.20799,131.1098,63.63198,64.10004,-47.00268,100.6684,21.33872,20.34494,-56.30538,208.9703,-22.84219,65.20271,54.50809,43.51337,88.93238,-29.47403,35.45307,14.41749,10.12459,-10.30779,56.81969,44.92212,24.91013,19.66859,28.18246,21.77859,-1.688378,-3.375124,86.09851
56.92557,53.04683,10.88346,32.81969,21.06919,91.39407,83.52406,28.42561,45.68847,35.83076,112.4666,38.90129,103.6292,59.08588,112.8101,79.93163,9.323833,-2.127871,26.59668,33.21819,34.01647,25.98519,135.3489,46.78574,84.27654,65.05348,309.208,386.5944,192.3678,49.2433,165.3181,47.03153,70.6688,42.80284,146.7683,34.51786,25.49669,-61.31243,113.7164,7.369437,22.59895,-62.02383,203.2924,10.19026,36.76781,65.17169,68.25175,54.70681,-8.415964,39.68927,41.07586,6.621609,-11.46836,58.02557,15.58832,26.41028,19.85827,9.131045,19.24794,-8.629923,-25.29035,77.71755
49.63554,78.70116,26.33078,32.54619,18.67085,86.91557,92.12509,26.30135,52.49601,29.24163,76.26268,36.83591,125.7303,52.29703,94.02528,86.4547,41.25439,16.6811,-0.9291498,61.71011,12.07563,10.33751,170.5706,38.68203,60.39162,94.91421,309.5568,343.261,222.021,49.80556,157.4702,41.20712,48.83114,33.77072,161.1725,20.66599,52.87309,-27.55023,117.7456,13.32025,27.24694,-58.92044,207.4102,-2.422213,35.78028,58.82854,37.3617,74.46885,3.393788,12.87222,55.2414,19.45803,-13.04658,50.71489,19.44146,44.78194,6.741259,6.616726,34.46202,-14.69151,8.36499,85.33939
44.10675,63.72242,-0.2697212,27.08928,6.08329,96.95962,85.9282,13.98622,54.82945,23.59388,95.33673,29.70229,129.2937,48.10602,93.75826,82.42177,6.525545,-5.258621,-25.05576,43.4616,9.001335,2.353608,160.8069,32.02588,87.80645,98.24319,347.1899,335.2323,227.5006,78.80242,184.9844,28.50427,47.46088,27.04018,146.2004,24.3377,98.02346,-18.02071,112.6935,36.58402,39.66597,-33.73198,230.911,-0.9501061,33.97277,62.7954,57.17689,77.84181,-16.15196,28.74819,48.48003,42.4563,12.68272,37.63864,7.19921,24.6423,-6.600721,3.619647,57.34573,-6.943265,14.72846,76.93752
44.12353,55.35794,-15.16258,34.88956,2.528289,101.1434,76.26907,38.05925,58.66501,17.30536,58.0965,23.13748,97.5994,55.00083,83.89244,75.65446,12.559,-4.366504,-51.67174,25.07557,33.87267,10.67792,138.3415,33.30225,111.6091,78.82629,338.4963,334.2639,201.8445,115.769,171.2889,50.28022,19.45538,12.07167,149.6275,12.12145,79.39696,-28.75761,73.00317,40.24551,48.51913,-51.90665,185.172,-22.08282,43.71135,34.63111,51.54211,42.97839,-37.04401,37.67933,47.88892,-7.85174,8.931314,38.25423,32.71848,9.881749,-18.1421,17.58701,46.79122,16.53755,5.174137,69.21453
47.44491,52.91266,-2.591947,18.43446,27.41137,87.18201,87.68111,18.03873,43.23959,45.45399,38.28291,20.25577,117.1905,40.92862,80.94329,72.97175,-10.61513,0.03060576,-65.18924,62.06868,33.6076,19.98719,111.5685,43.28003,89.18044,108.1316,299.6891,340.4728,246.989,90.06007,208.8172,68.64748,50.11007,24.01798,179.7518,34.84494,72.23663,-40.98915,87.01958,9.789202,16.02172,-35.38404,207.8641,4.969162,57.88535,38.16655,15.16356,86.41059,-15.18554,55.30658,-12.5898,24.3323,27.7679,33.48581,39.58457,27.11941,8.093678,22.17843,37.60435,7.72295,-22.66051,62.11543
59.70213,54.70244,10.14093,27.52495,19.51957,89.03304,93.40351,9.018931,69.86604,28.10132,12.00679,14.52856,100.1856,57.51802,79.61513,105.7916,33.28004,8.684114,-60.84608,7.059164,42.54598,67.26478,116.0171,40.35874,100.5112,96.85924,344.2237,303.586,260.0044,95.49303,206.0488,74.71722,56.3398,9.856097,181.6292,37.00048,70.25462,-11.46426,90.33746,20.2003,15.45665,-35.71686,164.2572,8.194824,44.74782,45.15965,32.18899,61.52176,-15.40966,62.40317,16.1068,33.3475,18.40831,40.60034,5.071205,31.27666,22.34986,25.19155,47.76032,15.1393,19.81371,55.58966
41.27475,33.45546,0.6182526,37.43801,11.90066,80.03406,87.29005,13.90458,91.32249,25.72341,-22.4547,21.76254,106.8549,59.92815,76.87295,71.06164,-10.93156,-1.081453,-41.4005,36.61636,16.87522,-3.989445,101.2309,27.91094,100.7207,110.6841,358.3367,317.8459,215.7204,100.6783,188.6698,100.0448,79.70182,14.34466,196.2945,22.6412,70.70542,9.827073,164.3874,-1.707206,7.041949,-33.4596,184.9516,22.26474,42.83551,56.34175,48.7112,84.73941,-54.45665,72.96053,40.53505,23.87618,34.27267,-15.99434,31.75558,45.15525,3.531683,10.96668,43.33868,21.84142,12.70365,49.59079
39.21043,28.8093,-16.82131,28.63686,14.97195,69.55397,85.10831,10.186,63.88883,26.48783,15.19214,11.48594,87.48798,38.32959,68.88615,73.68841,-7.084424,-9.630282,-30.50854,40.28202,35.39656,21.87672,100.3876,31.37221,118.6945,106.4679,344.711,287.8953,172.7051,115.7768,187.6462,57.34626,77.7634,14.29627,200.4235,24.608,49.35489,4.002228,255.5838,15.64741,-10.93791,-14.46983,225.5338,-4.572446,49.41084,15.5176,0.9721844,72.37868,-11.57928,72.34415,37.88769,-21.37961,45.62757,5.377223,51.40018,22.81704,-10.35765,28.01141,6.207307,-21.18605,-2.656195,44.07615
